Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
1979-80,NBA,New Jersey Nets,34,48,0.415,5th of 5,-0.98,106.1,3,101.5,-3.8,102.5,-2.8,,K. Loughery (34-48),M. Newlin (6.5),4
1978-79,NBA,New Jersey Nets*,37,45,0.451,3rd of 5,-4,109.5,3.7,98,-5.8,101.8,-2,Lost E. Conf. 1st Rnd.,K. Loughery (37-45),B. King (6.5),4
1977-78,NBA,New Jersey Nets,24,58,0.293,5th of 5,-5.61,110.9,4.2,95,-5.9,100.2,-0.7,,K. Loughery (24-58),B. King (5.9),4
1976-77,NBA,New York Nets,22,60,0.268,5th of 5,-6.54,103.7,-2.8,92.2,-7.3,98.7,-0.8,,K. Loughery (22-60),J. van Breda Kolff (4.5),4
1975-76,ABA,New York Nets*,55,29,0.655,2nd of 0,2.56,105.9,-1,104.4,0.3,101.7,-2.4,Won Finals,K. Loughery (55-29),J. Erving (17.7),4
1974-75,ABA,New York Nets*,58,26,0.69,2nd of 5,6.58,103.4,0.3,106.3,1.6,98.9,-5.8,Lost E. Div. Semis,K. Loughery (58-26),J. Erving (17.6),4
1973-74,ABA,New York Nets*,55,29,0.655,1st of 5,4.8,105,2.4,103.5,0.5,98.4,-4.6,Won Finals,K. Loughery (55-29),J. Erving (16.5),4
1972-73,ABA,New York Nets*,30,54,0.357,4th of 5,-5.8,104.5,-4.8,98.8,-3,105,3.2,Lost E. Div. Semis,L. Carnesecca (30-54),B. Paultz (5.6),4
1971-72,ABA,New York Nets*,44,40,0.524,3rd of 6,0.21,108.8,-3.1,102.3,1.7,101.9,1.3,Lost Finals,L. Carnesecca (44-40),R. Barry (11.1),4
1970-71,ABA,New York Nets*,40,44,0.476,3rd of 6,-0.86,107.3,-3.8,103,-2,103.5,-1.5,Lost E. Div. Semis,L. Carnesecca (40-44),R. Barry (8.1),4
1969-70,ABA,New York Nets*,39,45,0.464,4th of 6,-1.02,107.2,-2,100.7,-2,101.5,-1.2,Lost E. Div. Semis,Y. Larese (39-45),L. Tart (10.9),4
1968-69,ABA,New York Nets,17,61,0.218,5th of 5,-7.89,109.4,0,98.4,-5.6,106.3,2.3,,M. Zaslofsky (17-61),W. Simon (3.4),4
1967-68,ABA,New Jersey Americans,36,42,0.462,5th of 5,-1.13,108.2,1.2,102.2,0.9,103.7,2.4,,M. Zaslofsky (36-42),D. Anderson (7.9),4
