_id,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
ObjectId("5e8d5002f82418bb97e1afc9"),1990-91,NBA,Portland Trail Blazers*,63,19,0.768,1st of 7,8.47,100.5,2.7,112.8,4.9,104.3,-3.6,Lost W. Conf. Finals,R. Adelman (63-19),T. Porter (13.0),29
ObjectId("5e8d5002f82418bb97e1afca"),1985-86,NBA,Portland Trail Blazers*,40,42,0.488,2nd of 6,0.61,104.5,2.4,109.2,2,108.2,1,Lost W. Conf. 1st Rnd.,J. Ramsay (40-42),K. Vandeweghe (9.9),29
ObjectId("5e8d5002f82418bb97e1afcb"),1984-85,NBA,Portland Trail Blazers*,42,40,0.512,2nd of 6,2.8,103.5,1.4,110.4,2.5,107.2,-0.7,Lost W. Conf. Semis,J. Ramsay (42-40),K. Vandeweghe (8.4),29
ObjectId("5e8d5002f82418bb97e1afcc"),1983-84,NBA,Portland Trail Blazers*,48,34,0.585,2nd of 6,3.13,101.1,-0.3,111.2,3.6,107.7,0.1,Lost W. Conf. 1st Rnd.,J. Ramsay (48-34),J. Paxson (9.5),29
ObjectId("5e8d5002f82418bb97e1afcd"),1982-83,NBA,Portland Trail Blazers*,46,36,0.561,4th of 6,1.88,101,-2.1,106,1.3,103.9,-0.8,Lost W. Conf. Semis,J. Ramsay (46-36),J. Paxson (10.2),29
ObjectId("5e8d5002f82418bb97e1afce"),1981-82,NBA,Portland Trail Blazers,42,40,0.512,5th of 6,0.39,100.5,-0.4,108.8,1.9,108.2,1.3,,J. Ramsay (42-40),C. Natt (9.3),29
ObjectId("5e8d5002f82418bb97e1afcf"),1980-81,NBA,Portland Trail Blazers*,45,37,0.549,3rd of 6,0.52,103,1.2,106.5,1,105.7,0.2,Lost W. Conf. 1st Rnd.,J. Ramsay (45-37),J. Paxson (7.7),29
ObjectId("5e8d5002f82418bb97e1afd0"),1988-89,NBA,Portland Trail Blazers*,39,43,0.476,5th of 7,0.92,103.9,3.3,109.4,1.6,108,0.2,Lost W. Conf. 1st Rnd.,M. Schuler (25-22) R. Adelman (14-21),C. Drexler (12.6),29
ObjectId("5e8d5002f82418bb97e1afd1"),1989-90,NBA,Portland Trail Blazers*,59,23,0.72,2nd of 7,6.48,102.3,4,110.5,2.4,104.4,-3.7,Lost Finals,R. Adelman (59-23),T. Porter (11.7),29
ObjectId("5e8d5002f82418bb97e1afd2"),1979-80,NBA,Portland Trail Blazers*,38,44,0.463,4th of 6,-0.87,98.6,-4.5,103.4,-1.9,104.3,-1,Lost W. Conf. 1st Rnd.,J. Ramsay (38-44),K. Washington (9.1),29
ObjectId("5e8d5002f82418bb97e1afd3"),1978-79,NBA,Portland Trail Blazers*,45,37,0.549,4th of 6,1.12,103.4,-2.4,104.3,0.5,103.1,-0.7,Lost W. Conf. 1st Rnd.,J. Ramsay (45-37),T. Owens (10.4),29
ObjectId("5e8d5002f82418bb97e1afd4"),1977-78,NBA,Portland Trail Blazers*,58,24,0.707,1st of 5,5.92,104.2,-2.5,103.1,2.2,97.2,-3.7,Lost W. Conf. Semis,J. Ramsay (58-24),B. Walton (8.4),29
ObjectId("5e8d5002f82418bb97e1afd5"),1975-76,NBA,Portland Trail Blazers,37,45,0.451,5th of 5,-1.11,107.7,2.2,96.4,-1.9,97.6,-0.7,,L. Wilkens (37-45),S. Wicks (7.1),29
ObjectId("5e8d5002f82418bb97e1afd6"),1976-77,NBA,Portland Trail Blazers*,49,33,0.598,2nd of 5,5.39,108,1.5,103.2,3.7,98,-1.5,Won Finals,J. Ramsay (49-33),B. Walton (10.2),29
ObjectId("5e8d5002f82418bb97e1afd7"),1974-75,NBA,Portland Trail Blazers,38,44,0.463,3rd of 5,0.27,104.7,0.2,98.1,0.4,97.7,0,,L. Wilkens (38-44),S. Wicks (9.7),29
ObjectId("5e8d5002f82418bb97e1afd8"),1987-88,NBA,Portland Trail Blazers*,53,29,0.646,2nd of 6,3.59,103.6,4,111.8,3.8,107.4,-0.6,Lost W. Conf. 1st Rnd.,M. Schuler (53-29),C. Drexler (13.2),29
ObjectId("5e8d5002f82418bb97e1afd9"),1993-94,NBA,Portland Trail Blazers*,47,35,0.573,4th of 7,2.6,98.8,3.7,108.1,1.8,105.5,-0.8,Lost W. Conf. 1st Rnd.,R. Adelman (47-35),R. Strickland (9.3),29
ObjectId("5e8d5002f82418bb97e1afda"),1992-93,NBA,Portland Trail Blazers*,51,31,0.622,3rd of 7,2.92,99.1,2.3,108.3,0.3,105.2,-2.8,Lost W. Conf. 1st Rnd.,R. Adelman (51-31),T. Porter (8.8),29
ObjectId("5e8d5002f82418bb97e1afdb"),1986-87,NBA,Portland Trail Blazers*,49,33,0.598,2nd of 6,2.57,105,4.2,111.5,3.2,108.6,0.3,Lost W. Conf. 1st Rnd.,M. Schuler (49-33),K. Vandeweghe (10.8),29
ObjectId("5e8d5002f82418bb97e1afdc"),1991-92,NBA,Portland Trail Blazers*,57,25,0.695,1st of 7,6.94,99,2.4,111.4,3.2,104.2,-4,Lost Finals,R. Adelman (57-25),C. Drexler (12.8),29
ObjectId("5e8d5002f82418bb97e1afdd"),1973-74,NBA,Portland Trail Blazers,27,55,0.329,5th of 5,-4.3,108.5,0.7,98.2,0.5,102.6,4.9,,J. McCloskey (27-55),S. Wicks (5.6),29
ObjectId("5e8d5002f82418bb97e1afde"),1972-73,NBA,Portland Trail Blazers,21,61,0.256,5th of 5,-5.67,110.4,-0.3,95.9,-0.9,101.5,4.7,,J. McCloskey (21-61),S. Wicks (5.6),29
ObjectId("5e8d5002f82418bb97e1afdf"),1971-72,NBA,Portland Trail Blazers,18,64,0.22,5th of 5,-8.84,112.3,0.3,94.5,-3.4,103.1,5.2,,R. Todd (12-44) S. Inman (6-20),D. Schlueter (6.3),29
ObjectId("5e8d5002f82418bb97e1afe0"),1970-71,NBA,Portland Trail Blazers,29,53,0.354,5th of 5,-6.2,120.6,5.5,95.4,-1.8,99.1,1.9,,R. Todd (29-53),G. Petrie (6.2),29
ObjectId("5e8d50067fd2f8909e063271"),2018-19,NBA,Sacramento Kings,39,43,0.476,3rd of 5,-0.81,103.1,3.1,110.4,0,111.5,1.1,,D. Joerger (39-43),W. Cauley-Stein (6.7),30
ObjectId("5e8d50067fd2f8909e063272"),2011-12,NBA,Sacramento Kings,22,44,0.333,5th of 5,-4.95,94.7,3.4,103.8,-0.8,109.8,5.2,,P. Westphal (2-5) K. Smart (20-39),I. Thomas (4.3),30
ObjectId("5e8d50067fd2f8909e063273"),2010-11,NBA,Sacramento Kings,24,58,0.293,5th of 5,-4.8,95.2,3.1,103.5,-3.8,109,1.7,,P. Westphal (24-58),B. Udrih (7.2),30
ObjectId("5e8d50067fd2f8909e063274"),2015-16,NBA,Sacramento Kings,33,49,0.402,3rd of 5,-2.32,100,4.2,106,-0.4,108.4,2,,G. Karl (33-49),D. Cousins (5.7),30
ObjectId("5e8d50067fd2f8909e063275"),2009-10,NBA,Sacramento Kings,25,57,0.305,5th of 5,-4.06,94,1.3,105.3,-2.3,109.9,2.3,,P. Westphal (25-57),B. Udrih (5.5),30
ObjectId("5e8d50067fd2f8909e063276"),2008-09,NBA,Sacramento Kings,17,65,0.207,5th of 5,-8.6,94.2,2.5,105.5,-2.8,114.7,6.4,,R. Theus (6-18) K. Natt (11-47),K. Martin (4.7),30
ObjectId("5e8d50067fd2f8909e063277"),2007-08,NBA,Sacramento Kings,38,44,0.463,4th of 5,-1.86,94.7,2.3,107.5,0,109.9,2.4,,R. Theus (38-44),K. Martin (8.4),30
ObjectId("5e8d50067fd2f8909e063278"),2006-07,NBA,Sacramento Kings,33,49,0.402,5th of 5,-1.35,94.8,2.9,106.2,-0.3,108,1.5,,E. Musselman (33-49),K. Martin (10.2),30
ObjectId("5e8d50067fd2f8909e063279"),2005-06,NBA,Sacramento Kings*,44,38,0.537,4th of 5,1.61,91.9,1.4,106.7,0.5,105,-1.2,Lost W. Conf. 1st Rnd.,R. Adelman (44-38),B. Miller (9.1),30
ObjectId("5e8d50067fd2f8909e06327a"),2004-05,NBA,Sacramento Kings*,50,32,0.61,2nd of 5,2.56,93,2.1,110.5,4.4,108.2,2.1,Lost W. Conf. 1st Rnd.,R. Adelman (50-32),B. Miller (8.6),30
ObjectId("5e8d50067fd2f8909e06327b"),2003-04,NBA,Sacramento Kings*,55,27,0.671,2nd of 7,5.41,92.8,2.7,110.3,7.4,104.9,2,Lost W. Conf. Semis,R. Adelman (55-27),P. Stojaković (13.5),30
ObjectId("5e8d50067fd2f8909e06327c"),2002-03,NBA,Sacramento Kings*,59,23,0.72,1st of 7,6.68,95.4,4.4,105.9,2.3,99.1,-4.5,Lost W. Conf. Semis,R. Adelman (59-23),P. Stojaković (10.1),30
ObjectId("5e8d50067fd2f8909e06327d"),2001-02,NBA,Sacramento Kings*,61,21,0.744,1st of 7,7.61,95.6,4.9,109,4.5,101.1,-3.4,Lost W. Conf. Finals,R. Adelman (61-21),P. Stojaković (9.9),30
ObjectId("5e8d50067fd2f8909e06327e"),2017-18,NBA,Sacramento Kings,27,55,0.329,4th of 5,-6.6,94.9,-2.4,103.7,-4.9,111.1,2.5,,D. Joerger (27-55),W. Cauley-Stein (3.9),30
ObjectId("5e8d50067fd2f8909e06327f"),1998-99,NBA,Sacramento Kings*,27,23,0.54,4th of 7,-0.89,96,7.1,102.7,0.5,103.1,0.9,Lost W. Conf. 1st Rnd.,R. Adelman (27-23),V. Divac (5.2),30
ObjectId("5e8d50067fd2f8909e063280"),1997-98,NBA,Sacramento Kings,27,55,0.329,5th of 7,-5.83,92.1,1.8,100.8,-4.2,106.9,1.9,,E. Jordan (27-55),M. Richmond (7.9),30
ObjectId("5e8d50067fd2f8909e063281"),1996-97,NBA,Sacramento Kings,34,48,0.415,6th of 7,-3.64,91,0.9,105,-1.7,108.7,2,,G. St. Jean (28-39) E. Jordan (6-9),M. Richmond (10.8),30
ObjectId("5e8d50067fd2f8909e063282"),2016-17,NBA,Sacramento Kings,32,50,0.39,3rd of 5,-3.29,94.9,-1.5,107.3,-1.5,111.3,2.5,,D. Joerger (32-50),D. Cousins (6.0),30
ObjectId("5e8d50067fd2f8909e063283"),2019-20,NBA,Sacramento Kings,28,36,0.438,3rd of 5,-1.44,98.4,-1.8,109.7,-0.7,111.6,1.2,,L. Walton (28-36),N. Bjelica (4.7),30
ObjectId("5e8d50067fd2f8909e063284"),2014-15,NBA,Sacramento Kings,29,53,0.354,4th of 5,-3.07,95.4,1.5,105.3,-0.3,109.2,3.6,,M. Malone (11-13) T. Corbin (7-21) G. Karl (11-19),R. Gay (6.1),30
ObjectId("5e8d50067fd2f8909e063285"),2000-01,NBA,Sacramento Kings*,55,27,0.671,2nd of 7,6.07,94.4,3.1,105.6,2.6,99.6,-3.4,Lost W. Conf. Semis,R. Adelman (55-27),C. Webber (11.0),30
ObjectId("5e8d50067fd2f8909e063286"),1999-00,NBA,Sacramento Kings*,44,38,0.537,5th of 7,3.04,99.3,6.2,105,0.9,102.1,-2,Lost W. Conf. 1st Rnd.,R. Adelman (44-38),C. Webber (10.7),30
ObjectId("5e8d50067fd2f8909e063287"),1994-95,NBA,Sacramento Kings,39,43,0.476,5th of 7,-0.74,92.3,-0.6,105.5,-2.8,106.5,-1.8,,G. St. Jean (39-43),M. Richmond (8.0),30
ObjectId("5e8d50067fd2f8909e063288"),1993-94,NBA,Sacramento Kings,28,54,0.341,6th of 7,-5.32,97.5,2.4,103.3,-3,109.2,2.9,,G. St. Jean (28-54),M. Richmond (6.4),30
ObjectId("5e8d50067fd2f8909e063289"),1992-93,NBA,Sacramento Kings,25,57,0.305,7th of 7,-3,100.8,4,106.5,-1.5,109.6,1.6,,G. St. Jean (25-57),W. Tisdale (4.5),30
ObjectId("5e8d50067fd2f8909e06328a"),2013-14,NBA,Sacramento Kings,28,54,0.341,4th of 5,-2.08,94.4,0.5,105.7,-1,108.8,2.1,,M. Malone (28-54),D. Cousins (7.9),30
ObjectId("5e8d50067fd2f8909e06328b"),1991-92,NBA,Sacramento Kings,29,53,0.354,7th of 7,-5.63,99.6,3,103.9,-4.3,109.9,1.7,,D. Motta (7-18) R. Hughes (22-35),M. Richmond (4.9),30
ObjectId("5e8d50067fd2f8909e06328c"),1995-96,NBA,Sacramento Kings*,39,43,0.476,5th of 7,-2.62,93.4,1.6,106.2,-1.4,109.1,1.5,Lost W. Conf. 1st Rnd.,G. St. Jean (39-43),M. Richmond (9.3),30
ObjectId("5e8d50067fd2f8909e06328d"),2012-13,NBA,Sacramento Kings,28,54,0.341,4th of 5,-4.26,93.6,1.6,106.2,0.3,111.4,5.5,,K. Smart (28-54),I. Thomas (5.0),30
ObjectId("5e8d50067fd2f8909e06328e"),1988-89,NBA,Sacramento Kings,27,55,0.329,6th of 7,-5.35,100.5,-0.1,104.5,-3.3,110,2.2,,J. Reynolds (27-55),H. Pressley (4.8),30
ObjectId("5e8d50067fd2f8909e06328f"),1982-83,NBA,Kansas City Kings,45,37,0.549,3rd of 6,1.04,106.6,3.5,106.2,1.5,104.9,0.2,,C. Fitzsimmons (45-37),M. Woodson (7.8),30
ObjectId("5e8d50067fd2f8909e063290"),1981-82,NBA,Kansas City Kings,30,52,0.366,4th of 6,-3.25,101.8,0.9,104.2,-2.7,107.2,0.3,,C. Fitzsimmons (30-52),M. Woodson (5.3),30
ObjectId("5e8d50067fd2f8909e063291"),1986-87,NBA,Sacramento Kings,29,53,0.354,5th of 6,-3.34,101.3,0.5,108.9,0.6,112.1,3.8,,P. Johnson (14-32) J. Reynolds (15-21),O. Thorpe (9.0),30
ObjectId("5e8d50067fd2f8909e063292"),1980-81,NBA,Kansas City Kings*,40,42,0.488,2nd of 6,-0.49,101.3,-0.5,104.7,-0.8,104.7,-0.8,Lost W. Conf. Finals,C. Fitzsimmons (40-42),R. King (8.3),30
ObjectId("5e8d50067fd2f8909e063293"),1979-80,NBA,Kansas City Kings*,47,35,0.573,2nd of 5,2.82,103.2,0.1,104,-1.3,101,-4.3,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (47-35),O. Birdsong (8.6),30
ObjectId("5e8d50067fd2f8909e063294"),1978-79,NBA,Kansas City Kings*,48,34,0.585,1st of 5,2.73,107.3,1.5,104.5,0.7,101.9,-1.9,Lost W. Conf. Semis,C. Fitzsimmons (48-34),O. Birdsong (8.8),30
ObjectId("5e8d50067fd2f8909e063295"),1987-88,NBA,Sacramento Kings,24,58,0.293,6th of 6,-5.84,100.9,1.3,106.5,-1.5,112.1,4.1,,B. Russell (17-41) J. Reynolds (7-17),O. Thorpe (8.1),30
ObjectId("5e8d50067fd2f8909e063296"),1984-85,NBA,Kansas City Kings,31,51,0.378,6th of 6,-2.71,104.4,2.3,109.5,1.6,112.1,4.2,,J. McKinney (1-8) P. Johnson (30-43),L. Thompson (5.3),30
ObjectId("5e8d50067fd2f8909e063297"),1990-91,NBA,Sacramento Kings,25,57,0.305,7th of 7,-6.27,94.7,-3.1,102,-5.9,109.1,1.2,,D. Motta (25-57),A. Carr (5.4),30
ObjectId("5e8d50067fd2f8909e063298"),1985-86,NBA,Sacramento Kings*,37,45,0.451,5th of 6,-3.19,102,-0.1,106.2,-1,109.2,2,Lost W. Conf. 1st Rnd.,P. Johnson (37-45),R. Theus (6.4),30
ObjectId("5e8d50067fd2f8909e063299"),1983-84,NBA,Kansas City Kings*,38,44,0.463,4th of 6,-1.62,102.9,1.5,106.5,-1.1,108,0.4,Lost W. Conf. 1st Rnd.,C. Fitzsimmons (38-44),E. Johnson (5.6),30
ObjectId("5e8d50067fd2f8909e06329a"),1976-77,NBA,Kansas City Kings,40,42,0.488,4th of 6,0.93,106.4,-0.1,100.5,1,99.6,0.1,,P. Johnson (40-42),R. Boone (8.1),30
ObjectId("5e8d50067fd2f8909e06329b"),1977-78,NBA,Kansas City Kings,31,51,0.378,5th of 6,-1.76,108.2,1.5,100.5,-0.4,102.2,1.3,,P. Johnson (13-24) L. Staverman (18-27),S. Wedman (7.8),30
ObjectId("5e8d50067fd2f8909e06329c"),1973-74,NBA,Kansas City-Omaha Kings,33,49,0.402,4th of 4,-3.24,106.1,-1.7,96,-1.7,99.5,1.8,,B. Cousy (6-14) D. Young (0-4) P. Johnson (27-31),S. Lacey (7.7),30
ObjectId("5e8d50067fd2f8909e06329d"),1972-73,NBA,Kansas City-Omaha Kings,36,46,0.439,4th of 4,-2.36,107.3,-3.4,99.7,2.9,102.4,5.6,,B. Cousy (36-46),T. Archibald (14.2),30
ObjectId("5e8d50067fd2f8909e06329e"),1975-76,NBA,Kansas City Kings,31,51,0.378,3rd of 4,-2.83,105.7,0.2,97.4,-0.9,100.1,1.8,,P. Johnson (31-51),T. Archibald (8.0),30
ObjectId("5e8d50067fd2f8909e06329f"),1989-90,NBA,Sacramento Kings,23,59,0.28,7th of 7,-4.41,96.7,-1.6,104.8,-3.3,110,1.9,,J. Reynolds (7-21) D. Motta (16-38),R. McCray (7.9),30
ObjectId("5e8d50067fd2f8909e0632a0"),1967-68,NBA,Cincinnati Royals,39,43,0.476,5th of 6,-0.64,114.6,-5.2,101.1,4.3,101.8,5,,E. Jucker (39-43),O. Robertson (12.3),30
ObjectId("5e8d50067fd2f8909e0632a1"),1970-71,NBA,Cincinnati Royals,33,49,0.402,3rd of 4,-2.96,118.5,3.4,97.1,-0.1,99.8,2.6,,B. Cousy (33-49),J. Green (9.5),30
ObjectId("5e8d50067fd2f8909e0632a2"),1969-70,NBA,Cincinnati Royals,36,46,0.439,5th of 7,-2.55,118.5,1.4,98,-1,100.4,1.4,,B. Cousy (36-46),O. Robertson (11.4),30
ObjectId("5e8d50067fd2f8909e0632a3"),1966-67,NBA,Cincinnati Royals*,39,42,0.481,3rd of 5,-0.23,118.6,-3,98.4,2.3,98.6,2.5,Lost E. Div. Semis,J. McMahon (39-42),O. Robertson (17.4),30
ObjectId("5e8d50067fd2f8909e0632a4"),1968-69,NBA,Cincinnati Royals,41,41,0.5,5th of 7,-0.83,113.6,-3.3,100.2,4.7,101.1,5.6,,E. Jucker (41-41),O. Robertson (12.9),30
ObjectId("5e8d50067fd2f8909e0632a5"),1974-75,NBA,Kansas City-Omaha Kings*,44,38,0.537,2nd of 4,-0.16,104.4,-0.1,96.8,-0.9,97.1,-0.6,Lost W. Conf. Semis,P. Johnson (44-38),T. Archibald (11.2),30
ObjectId("5e8d50067fd2f8909e0632a6"),1965-66,NBA,Cincinnati Royals*,45,35,0.563,3rd of 4,1.03,120.4,-1,97.5,2.6,96.5,1.6,Lost E. Div. Semis,J. McMahon (45-35),O. Robertson (16.9),30
ObjectId("5e8d50067fd2f8909e0632a7"),1964-65,NBA,Cincinnati Royals*,48,32,0.6,2nd of 4,2.04,115.8,-1.5,98,4.4,96,2.4,Lost E. Div. Semis,J. McMahon (48-32),O. Robertson (17.0),30
ObjectId("5e8d50067fd2f8909e0632a8"),1963-64,NBA,Cincinnati Royals*,55,25,0.688,2nd of 4,4.43,115.9,2.7,98.9,4.3,94.5,-0.1,Lost E. Div. Finals,J. McMahon (55-25),O. Robertson (20.6),30
ObjectId("5e8d50067fd2f8909e0632a9"),1962-63,NBA,Cincinnati Royals*,42,38,0.525,3rd of 4,1.24,119,4,99.4,3.5,98.3,2.4,Lost E. Div. Finals,C. Wolf (42-38),O. Robertson (16.8),30
ObjectId("5e8d50067fd2f8909e0632aa"),1971-72,NBA,Cincinnati Royals,30,52,0.366,3rd of 4,-4.13,109.5,-2.5,98,0.1,101.6,3.7,,B. Cousy (30-52),T. Archibald (12.9),30
ObjectId("5e8d50067fd2f8909e0632ab"),1961-62,NBA,Cincinnati Royals*,43,37,0.538,2nd of 5,1.28,124.9,3.6,98.3,4.7,96.9,3.3,Lost W. Div. Semis,C. Wolf (43-37),O. Robertson (15.6),30
ObjectId("5e8d50067fd2f8909e0632ac"),1960-61,NBA,Cincinnati Royals,33,46,0.418,4th of 4,-3.04,122.8,-0.7,95.6,3.5,98.4,6.3,,C. Wolf (33-46),O. Robertson (13.2),30
ObjectId("5e8d50067fd2f8909e0632ad"),1959-60,NBA,Cincinnati Royals,19,56,0.253,4th of 4,-5.92,121.6,-0.7,91.3,0.2,96.5,5.4,,T. Marshall (19-56),J. Twyman (8.3),30
ObjectId("5e8d50067fd2f8909e0632ae"),1958-59,NBA,Cincinnati Royals,19,53,0.264,4th of 4,-7.89,116.4,4.4,87.5,-2.7,95,4.8,,B. Wanzer (3-15) T. Marshall (16-38),J. Twyman (7.3),30
ObjectId("5e8d50067fd2f8909e0632af"),1957-58,NBA,Cincinnati Royals*,33,39,0.458,3rd of 4,-1.47,117.3,0.3,86.5,-2.3,87.6,-1.2,Lost W. Div. Semis,B. Wanzer (33-39),C. Lovellette (10.1),30
ObjectId("5e8d50067fd2f8909e0632b0"),1956-57,NBA,Rochester Royals,31,41,0.431,4th of 4,-2.08,109.4,4.5,84.9,-4,86.9,-2,,B. Wanzer (31-41),J. Twyman (8.8),30
ObjectId("5e8d50067fd2f8909e0632b1"),1954-55,NBA,Rochester Royals*,29,43,0.403,3rd of 4,-1.43,99.5,1.4,90.7,0.9,92.3,2.5,Lost W. Div. Semis,L. Harrison (29-43),J. Coleman (6.2),30
ObjectId("5e8d50067fd2f8909e0632b2"),1955-56,NBA,Rochester Royals,31,41,0.431,4th of 4,-2.61,111.7,8.9,85.3,-5,87.9,-2.4,,B. Wanzer (31-41),M. Stokes (6.0),30
ObjectId("5e8d50067fd2f8909e0632b3"),1953-54,NBA,Rochester Royals*,44,28,0.611,2nd of 4,2.24,90.9,7.3,86.6,-0.9,84,-3.5,Lost W. Div. Finals,L. Harrison (44-28),B. Wanzer (9.1),30
ObjectId("5e8d50067fd2f8909e0632b4"),1952-53,NBA,Rochester Royals*,44,26,0.629,2nd of 5,2.62,94.1,13.6,89.8,1.8,86.9,-0.8,Lost W. Div. Semis,L. Harrison (44-26),B. Wanzer (7.9),30
ObjectId("5e8d50067fd2f8909e0632b5"),1951-52,NBA,Rochester Royals*,41,25,0.621,1st of 5,2.92,92.7,6.9,91.6,4.7,88.1,1.2,Lost W. Div. Finals,L. Harrison (41-25),B. Wanzer (11.4),30
ObjectId("5e8d50067fd2f8909e0632b6"),1950-51,NBA,Rochester Royals*,41,27,0.603,2nd of 5,2.54,92.3,6.8,89.3,4.2,86.2,1.1,Won Finals,L. Harrison (41-27),A. Risen (9.3),30
ObjectId("5e8d50067fd2f8909e0632b7"),1948-49,BAA,Rochester Royals*,45,15,0.75,1st of 6,6.12,,,,,,,Lost W. Div. Finals,L. Harrison (45-15),A. Risen (10.6),30
ObjectId("5e8d50067fd2f8909e0632b8"),1949-50,NBA,Rochester Royals*,51,17,0.75,2nd of 5,7.72,,,,,,,Lost Central Div. Semis,L. Harrison (51-17),B. Wanzer (10.5),30
ObjectId("5e8d500a262226319171d964"),2019-20,NBA,San Antonio Spurs,27,36,0.429,5th of 5,-1.19,100,-0.2,111.9,1.5,113.7,3.3,,G. Popovich (27-36),D. DeRozan (6.2),31
ObjectId("5e8d500a262226319171d965"),2011-12,NBA,San Antonio Spurs*,50,16,0.758,1st of 5,7.28,92.9,1.6,110.9,6.3,103.2,-1.4,Lost W. Conf. Finals,G. Popovich (50-16),T. Parker (7.1),31
ObjectId("5e8d500a262226319171d966"),2016-17,NBA,San Antonio Spurs*,61,21,0.744,1st of 5,7.13,94.2,-2.2,111.1,2.3,103.5,-5.3,Lost W. Conf. Finals,G. Popovich (61-21),K. Leonard (13.6),31
ObjectId("5e8d500a262226319171d967"),2009-10,NBA,San Antonio Spurs*,50,32,0.61,2nd of 5,5.07,91.7,-1,110,2.4,104.5,-3.1,Lost W. Conf. Semis,G. Popovich (50-32),T. Duncan (10.9),31
ObjectId("5e8d500a262226319171d968"),2008-09,NBA,San Antonio Spurs*,54,28,0.659,1st of 5,3.36,88.4,-3.3,108.5,0.2,104.3,-4,Lost W. Conf. 1st Rnd.,G. Popovich (54-28),T. Duncan (10.1),31
ObjectId("5e8d500a262226319171d969"),2007-08,NBA,San Antonio Spurs*,56,26,0.683,2nd of 5,5.1,88.8,-3.6,107.2,-0.3,101.8,-5.7,Lost W. Conf. Finals,G. Popovich (56-26),M. Ginóbili (11.1),31
ObjectId("5e8d500a262226319171d96a"),2006-07,NBA,San Antonio Spurs*,58,24,0.707,2nd of 5,8.35,89.8,-2.1,109.2,2.7,99.9,-6.6,Won Finals,G. Popovich (58-24),T. Duncan (13.0),31
ObjectId("5e8d500a262226319171d96b"),2005-06,NBA,San Antonio Spurs*,63,19,0.768,1st of 5,6.69,88.5,-2,107.3,1.1,99.6,-6.6,Lost W. Conf. Semis,G. Popovich (63-19),T. Duncan (10.8),31
ObjectId("5e8d500a262226319171d96c"),2004-05,NBA,San Antonio Spurs*,59,23,0.72,1st of 5,7.84,88.9,-2,107.5,1.4,98.8,-7.3,Won Finals,G. Popovich (59-23),T. Duncan (11.2),31
ObjectId("5e8d500a262226319171d96d"),2014-15,NBA,San Antonio Spurs*,55,27,0.671,3rd of 5,6.34,93.8,-0.1,108.5,2.9,102,-3.6,Lost W. Conf. 1st Rnd.,G. Popovich (55-27),T. Duncan (9.6),31
ObjectId("5e8d500a262226319171d96e"),2003-04,NBA,San Antonio Spurs*,57,25,0.695,2nd of 7,7.51,89.2,-0.9,102.2,-0.7,94.1,-8.8,Lost W. Conf. Semis,G. Popovich (57-25),T. Duncan (13.1),31
ObjectId("5e8d500a262226319171d96f"),2002-03,NBA,San Antonio Spurs*,60,22,0.732,1st of 7,5.65,90,-1,105.6,2,99.7,-3.9,Won Finals,G. Popovich (60-22),T. Duncan (16.5),31
ObjectId("5e8d500a262226319171d970"),2001-02,NBA,San Antonio Spurs*,58,24,0.707,1st of 7,6.28,90,-0.7,106.5,2,99.7,-4.8,Lost W. Conf. Semis,G. Popovich (58-24),T. Duncan (17.8),31
ObjectId("5e8d500a262226319171d971"),2015-16,NBA,San Antonio Spurs*,67,15,0.817,1st of 5,10.28,93.8,-2,110.3,3.9,99,-7.4,Lost W. Conf. Semis,G. Popovich (67-15),K. Leonard (13.7),31
ObjectId("5e8d500a262226319171d972"),2000-01,NBA,San Antonio Spurs*,58,24,0.707,1st of 7,7.92,89.6,-1.7,106.6,3.6,98,-5,Lost W. Conf. Finals,G. Popovich (58-24),T. Duncan (13.2),31
ObjectId("5e8d500a262226319171d973"),2010-11,NBA,San Antonio Spurs*,61,21,0.744,1st of 5,5.86,92.3,0.2,111.8,4.5,105.6,-1.7,Lost W. Conf. 1st Rnd.,G. Popovich (61-21),M. Ginóbili (9.9),31
ObjectId("5e8d500a262226319171d974"),1997-98,NBA,San Antonio Spurs*,56,26,0.683,2nd of 7,3.3,88.4,-1.9,103.8,-1.2,99.4,-5.6,Lost W. Conf. Semis,G. Popovich (56-26),D. Robinson (13.8),31
ObjectId("5e8d500a262226319171d975"),2018-19,NBA,San Antonio Spurs*,48,34,0.585,2nd of 5,1.8,98.3,-1.7,112.9,2.5,111.2,0.8,Lost W. Conf. 1st Rnd.,G. Popovich (48-34),L. Aldridge (9.3),31
ObjectId("5e8d500a262226319171d976"),2012-13,NBA,San Antonio Spurs*,58,24,0.707,1st of 5,6.67,94.2,2.2,108.3,2.4,101.6,-4.3,Lost Finals,G. Popovich (58-24),T. Parker (9.3),31
ObjectId("5e8d500a262226319171d977"),2013-14,NBA,San Antonio Spurs*,62,20,0.756,1st of 5,8,95,1.1,110.5,3.8,102.4,-4.3,Won Finals,G. Popovich (62-20),K. Leonard (7.7),31
