_id,Season,Lg,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,Playoffs,Coaches,Top WS,teamId
ObjectId("5e8d4fdb559508227a68ba81"),2018-19,NBA,Los Angeles Lakers,37,45,0.451,4th of 5,-1.33,103.2,3.2,107.8,-2.6,109.5,-0.9,,L. Walton (37-45),L. James (7.2),17
ObjectId("5e8d4fdb559508227a68ba82"),2011-12,NBA,Los Angeles Lakers*,41,25,0.621,1st of 5,1.96,90.5,-0.8,106,1.4,104.4,-0.2,Lost W. Conf. Semis,M. Brown (41-25),P. Gasol (8.3),17
ObjectId("5e8d4fdb559508227a68ba83"),2010-11,NBA,Los Angeles Lakers*,57,25,0.695,1st of 5,6.01,90.7,-1.4,111,3.7,104.3,-3,Lost W. Conf. Semis,P. Jackson (57-25),P. Gasol (14.7),17
ObjectId("5e8d4fdb559508227a68ba84"),2017-18,NBA,Los Angeles Lakers,35,47,0.427,3rd of 5,-1.44,100.3,3,106.5,-2.1,108,-0.6,,L. Walton (35-47),J. Randle (6.6),17
ObjectId("5e8d4fdb559508227a68ba85"),2009-10,NBA,Los Angeles Lakers*,57,25,0.695,1st of 5,4.78,92.8,0.1,108.8,1.2,103.7,-3.9,Won Finals,P. Jackson (57-25),P. Gasol (11.0),17
ObjectId("5e8d4fdb559508227a68ba86"),2008-09,NBA,Los Angeles Lakers*,65,17,0.793,1st of 5,7.11,94.3,2.6,112.8,4.5,104.7,-3.6,Won Finals,P. Jackson (65-17),P. Gasol (13.9),17
ObjectId("5e8d4fdb559508227a68ba87"),2006-07,NBA,Los Angeles Lakers*,42,40,0.512,2nd of 5,0.24,93.5,1.6,108.6,2.1,108.6,2.1,Lost W. Conf. 1st Rnd.,P. Jackson (42-40),K. Bryant (13.0),17
ObjectId("5e8d4fdb559508227a68ba88"),2007-08,NBA,Los Angeles Lakers*,57,25,0.695,1st of 5,7.34,95.6,3.2,113,5.5,105.5,-2,Lost Finals,P. Jackson (57-25),K. Bryant (13.8),17
ObjectId("5e8d4fdb559508227a68ba89"),2004-05,NBA,Los Angeles Lakers,34,48,0.415,4th of 5,-2.32,90.8,-0.1,108.1,2,111.4,5.3,,R. Tomjanovich (24-19) F. Hamblen (10-29),K. Bryant (8.1),17
ObjectId("5e8d4fdb559508227a68ba8a"),2005-06,NBA,Los Angeles Lakers*,45,37,0.549,3rd of 5,2.53,90.9,0.4,108.4,2.2,105.7,-0.5,Lost W. Conf. 1st Rnd.,P. Jackson (45-37),K. Bryant (15.3),17
ObjectId("5e8d4fdb559508227a68ba8b"),2019-20,NBA,Los Angeles Lakers*,49,14,0.778,1st of 5,7.75,100.9,0.7,113,2.6,105.6,-4.8,,F. Vogel (49-14),A. Davis (10.3),17
ObjectId("5e8d4fdb559508227a68ba8c"),2016-17,NBA,Los Angeles Lakers,26,56,0.317,4th of 5,-6.29,98.5,2.1,106,-2.8,113,4.2,,L. Walton (26-56),L. Williams (4.9),17
ObjectId("5e8d4fdb559508227a68ba8d"),2013-14,NBA,Los Angeles Lakers,27,55,0.329,5th of 5,-5.33,98.7,4.8,104.2,-2.5,110.6,3.9,,M. D'Antoni (27-55),J. Meeks (4.5),17
ObjectId("5e8d4fdb559508227a68ba8e"),2014-15,NBA,Los Angeles Lakers,21,61,0.256,5th of 5,-6.17,94,0.1,103.4,-2.2,110.6,5,,B. Scott (21-61),E. Davis (6.3),17
ObjectId("5e8d4fdb559508227a68ba8f"),2002-03,NBA,Los Angeles Lakers*,50,32,0.61,2nd of 7,2.71,92.5,1.5,107.2,3.6,104.7,1.1,Lost W. Conf. Semis,P. Jackson (50-32),K. Bryant (14.9),17
ObjectId("5e8d4fdb559508227a68ba90"),2015-16,NBA,Los Angeles Lakers,17,65,0.207,5th of 5,-8.92,95.6,-0.2,101.6,-4.8,111.6,5.2,,B. Scott (17-65),L. Williams (4.7),17
ObjectId("5e8d4fdb559508227a68ba91"),2012-13,NBA,Los Angeles Lakers*,45,37,0.549,3rd of 5,1.48,94.4,2.4,107.8,1.9,106.6,0.7,Lost W. Conf. 1st Rnd.,M. Brown (1-4) B. Bickerstaff (4-1) M. D'Antoni (40-32),K. Bryant (10.9),17
ObjectId("5e8d4fdb559508227a68ba92"),2000-01,NBA,Los Angeles Lakers*,56,26,0.683,1st of 7,3.74,91.7,0.4,108.4,5.4,104.8,1.8,Won Finals,P. Jackson (56-26),S. O'Neal (14.9),17
ObjectId("5e8d4fdb559508227a68ba93"),1999-00,NBA,Los Angeles Lakers*,67,15,0.817,1st of 7,8.41,93.3,0.2,107.3,3.2,98.2,-5.9,Won Finals,P. Jackson (67-15),S. O'Neal (18.6),17
ObjectId("5e8d4fdb559508227a68ba94"),2001-02,NBA,Los Angeles Lakers*,58,24,0.707,2nd of 7,7.15,92.1,1.4,109.4,4.9,101.7,-2.8,Won Finals,P. Jackson (58-24),S. O'Neal (13.2),17
ObjectId("5e8d4fdb559508227a68ba95"),1998-99,NBA,Los Angeles Lakers*,31,19,0.62,2nd of 7,2.68,91.6,2.7,107.6,5.4,104.3,2.1,Lost W. Conf. Semis,D. Harris (6-6) B. Bertka (1-0) K. Rambis (24-13),S. O'Neal (9.0),17
ObjectId("5e8d4fdb559508227a68ba96"),1997-98,NBA,Los Angeles Lakers*,61,21,0.744,2nd of 7,6.88,93.6,3.3,111.9,6.9,103.7,-1.3,Lost W. Conf. Finals,D. Harris (61-21),S. O'Neal (10.2),17
ObjectId("5e8d4fdb559508227a68ba97"),1996-97,NBA,Los Angeles Lakers*,56,26,0.683,2nd of 7,3.66,91.1,1,108.3,1.6,103.7,-3,Lost W. Conf. Semis,D. Harris (56-26),E. Jones (9.6),17
ObjectId("5e8d4fdb559508227a68ba98"),1994-95,NBA,Los Angeles Lakers*,48,34,0.585,3rd of 7,-0.01,95.2,2.3,109.1,0.8,109.4,1.1,Lost W. Conf. Semis,D. Harris (48-34),V. Divac (9.5),17
ObjectId("5e8d4fdb559508227a68ba99"),1995-96,NBA,Los Angeles Lakers*,53,29,0.646,2nd of 7,4.21,92.4,0.6,111.4,3.8,106.6,-1,Lost W. Conf. 1st Rnd.,D. Harris (53-29),C. Ceballos (9.8),17
ObjectId("5e8d4fdb559508227a68ba9a"),2003-04,NBA,Los Angeles Lakers*,56,26,0.683,1st of 7,4.35,92.3,2.2,105.5,2.6,101.3,-1.6,Lost Finals,P. Jackson (56-26),K. Bryant (10.7),17
ObjectId("5e8d4fdb559508227a68ba9b"),1992-93,NBA,Los Angeles Lakers*,39,43,0.476,5th of 7,-1.2,96.2,-0.6,107.6,-0.4,108.9,0.9,Lost W. Conf. 1st Rnd.,R. Pfund (39-43),A. Green (8.6),17
ObjectId("5e8d4fdb559508227a68ba9c"),1993-94,NBA,Los Angeles Lakers,33,49,0.402,5th of 7,-3.93,95.5,0.4,104.8,-1.5,109.3,3,,R. Pfund (27-37) B. Bertka (1-1) M. Johnson (5-11),V. Divac (7.4),17
ObjectId("5e8d4fdb559508227a68ba9d"),1990-91,NBA,Los Angeles Lakers*,58,24,0.707,2nd of 7,6.73,94.1,-3.7,112.1,4.2,105,-2.9,Lost Finals,M. Dunleavy (58-24),M. Johnson (15.4),17
ObjectId("5e8d4fdb559508227a68ba9e"),1991-92,NBA,Los Angeles Lakers*,43,39,0.524,6th of 7,-0.95,92.5,-4.1,107.7,-0.5,108.9,0.7,Lost W. Conf. 1st Rnd.,M. Dunleavy (43-39),A. Green (8.8),17
ObjectId("5e8d4fdb559508227a68ba9f"),1982-83,NBA,Los Angeles Lakers*,58,24,0.707,1st of 6,5.06,103.8,0.7,110.5,5.8,105.2,0.5,Lost Finals,P. Riley (58-24),M. Johnson (12.5),17
ObjectId("5e8d4fdb559508227a68baa0"),1987-88,NBA,Los Angeles Lakers*,62,20,0.756,1st of 6,4.81,99.1,-0.5,113.1,5.1,107.3,-0.7,Won Finals,P. Riley (62-20),M. Johnson (10.9),17
ObjectId("5e8d4fdb559508227a68baa1"),1986-87,NBA,Los Angeles Lakers*,65,17,0.793,1st of 6,8.32,101.6,0.8,115.6,7.3,106.5,-1.8,Won Finals,P. Riley (65-17),M. Johnson (15.9),17
ObjectId("5e8d4fdb559508227a68baa2"),1985-86,NBA,Los Angeles Lakers*,62,20,0.756,1st of 6,6.84,102.7,0.6,113.3,6.1,105.8,-1.4,Lost W. Conf. Finals,P. Riley (62-20),M. Johnson (12.1),17
ObjectId("5e8d4fdb559508227a68baa3"),1979-80,NBA,Los Angeles Lakers*,60,22,0.732,1st of 6,5.4,104.1,1,109.5,4.2,103.9,-1.4,Won Finals,J. McKinney (10-4) P. Westhead (50-18),K. Abdul-Jabbar (14.8),17
ObjectId("5e8d4fdb559508227a68baa4"),1983-84,NBA,Los Angeles Lakers*,54,28,0.659,1st of 6,3.32,103.7,2.3,110.9,3.3,107.3,-0.3,Lost Finals,P. Riley (54-28),M. Johnson (10.2),17
ObjectId("5e8d4fdb559508227a68baa5"),1984-85,NBA,Los Angeles Lakers*,62,20,0.756,1st of 6,6.48,103.2,1.1,114.1,6.2,107,-0.9,Won Finals,P. Riley (62-20),M. Johnson (12.7),17
ObjectId("5e8d4fdb559508227a68baa6"),1980-81,NBA,Los Angeles Lakers*,54,28,0.659,2nd of 6,3.27,102.7,0.9,107.6,2.1,103.9,-1.6,Lost W. Conf. 1st Rnd.,P. Westhead (54-28),K. Abdul-Jabbar (14.3),17
ObjectId("5e8d4fdb559508227a68baa7"),1978-79,NBA,Los Angeles Lakers*,47,35,0.573,3rd of 6,2.95,105.9,0.1,106.1,2.3,103.2,-0.6,Lost W. Conf. Semis,J. West (47-35),K. Abdul-Jabbar (14.4),17
ObjectId("5e8d4fdb559508227a68baa8"),1976-77,NBA,Los Angeles Lakers*,53,29,0.646,1st of 5,2.64,104.7,-1.8,101.4,1.9,98.9,-0.6,Lost W. Conf. Finals,J. West (53-29),K. Abdul-Jabbar (17.8),17
ObjectId("5e8d4fdb559508227a68baa9"),1988-89,NBA,Los Angeles Lakers*,57,25,0.695,1st of 7,6.38,100.1,-0.5,113.8,6,106.7,-1.1,Lost Finals,P. Riley (57-25),M. Johnson (16.1),17
ObjectId("5e8d4fdb559508227a68baaa"),1977-78,NBA,Los Angeles Lakers*,45,37,0.549,4th of 5,2.59,106.1,-0.6,103.3,2.4,100.8,-0.1,Lost W. Conf. 1st Rnd.,J. West (45-37),K. Abdul-Jabbar (12.1),17
ObjectId("5e8d4fdb559508227a68baab"),1975-76,NBA,Los Angeles Lakers,40,42,0.488,4th of 5,0.18,108,2.5,98.9,0.6,98.8,0.5,,B. Sharman (40-42),K. Abdul-Jabbar (17.0),17
ObjectId("5e8d4fdb559508227a68baac"),1989-90,NBA,Los Angeles Lakers*,63,19,0.768,1st of 7,6.74,96.3,-2,114,5.9,107,-1.1,Lost W. Conf. Semis,P. Riley (63-19),M. Johnson (16.5),17
ObjectId("5e8d4fdb559508227a68baad"),1974-75,NBA,Los Angeles Lakers,30,52,0.366,5th of 5,-3.94,106.4,1.9,96.1,-1.6,99.9,2.2,,B. Sharman (30-52),H. Hairston (7.0),17
ObjectId("5e8d4fdb559508227a68baae"),1973-74,NBA,Los Angeles Lakers*,47,35,0.573,1st of 5,0.85,111.7,3.9,97.4,-0.3,96.6,-1.1,Lost W. Conf. Semis,B. Sharman (47-35),H. Hairston (9.3),17
ObjectId("5e8d4fdb559508227a68baaf"),1972-73,NBA,Los Angeles Lakers*,60,22,0.732,1st of 5,8.16,112,1.3,99.4,2.6,91.8,-5,Lost Finals,B. Sharman (60-22),W. Chamberlain (18.2),17
ObjectId("5e8d4fdb559508227a68bab0"),1971-72,NBA,Los Angeles Lakers*,69,13,0.841,1st of 5,11.65,116.9,4.9,103.1,5.2,92.6,-5.3,Won Finals,B. Sharman (69-13),W. Chamberlain (15.8),17
ObjectId("5e8d4fdb559508227a68bab1"),1970-71,NBA,Los Angeles Lakers*,48,34,0.585,1st of 5,3.27,115.7,0.6,98.8,1.6,96.1,-1.1,Lost W. Conf. Finals,J. Mullaney (48-34),J. West (12.8),17
ObjectId("5e8d4fdb559508227a68bab2"),1969-70,NBA,Los Angeles Lakers*,46,36,0.561,2nd of 7,1.76,113.9,-3.2,99.1,0.1,97.4,-1.6,Lost Finals,J. Mullaney (46-36),J. West (15.2),17
ObjectId("5e8d4fdb559508227a68bab3"),1968-69,NBA,Los Angeles Lakers*,55,27,0.671,1st of 7,3.84,112.6,-4.3,98.5,3,94.9,-0.6,Lost Finals,B. van Breda Kolff (55-27),W. Chamberlain (14.7),17
ObjectId("5e8d4fdb559508227a68bab4"),1981-82,NBA,Los Angeles Lakers*,57,25,0.695,1st of 6,4.37,103.1,2.2,110.2,3.3,105.5,-1.4,Won Finals,P. Westhead (7-4) P. Riley (50-21),M. Johnson (12.9),17
ObjectId("5e8d4fdb559508227a68bab5"),1966-67,NBA,Los Angeles Lakers*,36,45,0.444,3rd of 5,0.31,123,1.4,97.4,1.3,97.1,1,Lost W. Div. Semis,F. Schaus (36-45),J. West (11.7),17
ObjectId("5e8d4fdb559508227a68bab6"),1967-68,NBA,Los Angeles Lakers*,52,30,0.634,2nd of 6,4.99,118.1,-1.7,101.7,4.9,97,0.2,Lost Finals,B. van Breda Kolff (52-30),J. West (9.6),17
ObjectId("5e8d4fdb559508227a68bab7"),1965-66,NBA,Los Angeles Lakers*,45,35,0.563,1st of 5,2.76,121.2,-0.2,98.3,3.4,95.7,0.8,Lost Finals,F. Schaus (45-35),J. West (17.1),17
ObjectId("5e8d4fdb559508227a68bab8"),1964-65,NBA,Los Angeles Lakers*,49,31,0.613,1st of 5,1.7,113.9,-3.4,97.4,3.8,95.8,2.2,Lost Finals,F. Schaus (49-31),J. West (16.7),17
ObjectId("5e8d4fdb559508227a68bab9"),1963-64,NBA,Los Angeles Lakers*,42,38,0.525,3rd of 5,0.87,111.6,-1.6,97.9,3.3,97,2.4,Lost W. Div. Semis,F. Schaus (42-38),J. West (14.0),17
ObjectId("5e8d4fdb559508227a68baba"),1961-62,NBA,Los Angeles Lakers*,54,26,0.675,1st of 5,1.8,123.3,2,95,1.4,93.3,-0.3,Lost Finals,F. Schaus (54-26),J. West (12.9),17
ObjectId("5e8d4fdb559508227a68babb"),1960-61,NBA,Los Angeles Lakers*,36,43,0.456,2nd of 4,-0.11,124.9,1.4,90.8,-1.3,90.9,-1.2,Lost W. Div. Finals,F. Schaus (36-43),E. Baylor (14.8),17
ObjectId("5e8d4fdb559508227a68babc"),1962-63,NBA,Los Angeles Lakers*,53,27,0.663,1st of 5,2.67,117.8,2.8,97.4,1.5,94.7,-1.2,Lost Finals,F. Schaus (53-27),E. Baylor (14.4),17
ObjectId("5e8d4fdb559508227a68babd"),1959-60,NBA,Minneapolis Lakers*,25,50,0.333,3rd of 4,-4.14,121.2,-1.1,87.7,-3.4,91.2,0.1,Lost W. Div. Finals,J. Castellani (11-25) J. Pollard (14-25),E. Baylor (11.5),17
ObjectId("5e8d4fdb559508227a68babe"),1958-59,NBA,Minneapolis Lakers*,33,39,0.458,2nd of 4,-1.42,115.5,3.5,90.8,0.6,91.9,1.7,Lost Finals,J. Kundla (33-39),E. Baylor (9.8),17
ObjectId("5e8d4fdb559508227a68babf"),1957-58,NBA,Minneapolis Lakers,19,53,0.264,4th of 4,-5.78,118.8,1.8,88,-0.8,93.3,4.5,,G. Mikan (9-30) J. Kundla (10-23),V. Mikkelsen (6.5),17
ObjectId("5e8d4fdb559508227a68bac0"),1955-56,NBA,Minneapolis Lakers*,33,39,0.458,2nd of 4,-0.92,108,5.2,91.5,1.2,92.4,2.1,Lost W. Div. Semis,J. Kundla (33-39),C. Lovellette (8.1),17
ObjectId("5e8d4fdb559508227a68bac1"),1956-57,NBA,Minneapolis Lakers*,34,38,0.472,2nd of 4,-0.89,114.8,9.9,88.5,-0.4,89.2,0.3,Lost W. Div. Finals,J. Kundla (34-38),C. Lovellette (8.2),17
ObjectId("5e8d4fdb559508227a68bac2"),1954-55,NBA,Minneapolis Lakers*,40,32,0.556,2nd of 4,0.96,105.5,7.4,89.7,-0.1,88.6,-1.2,Lost W. Div. Finals,J. Kundla (40-32),V. Mikkelsen (10.9),17
ObjectId("5e8d4fdb559508227a68bac3"),1953-54,NBA,Minneapolis Lakers*,46,26,0.639,1st of 4,2.71,93.5,9.9,86.8,-0.7,83.5,-4,Won Finals,J. Kundla (46-26),G. Mikan (12.7),17
ObjectId("5e8d4fdb559508227a68bac4"),1952-53,NBA,Minneapolis Lakers*,48,22,0.686,1st of 5,5.54,93.7,13.2,90.1,2.1,83.6,-4.1,Won Finals,J. Kundla (48-22),G. Mikan (14.6),17
ObjectId("5e8d4fdb559508227a68bac5"),1951-52,NBA,Minneapolis Lakers*,40,26,0.606,2nd of 5,5.28,97.2,11.4,85.3,-1.6,79.3,-7.6,Won Finals,J. Kundla (40-26),G. Mikan (14.4),17
ObjectId("5e8d4fdb559508227a68bac6"),1950-51,NBA,Minneapolis Lakers*,44,24,0.647,1st of 5,4.79,94.8,9.3,86.4,1.3,80.7,-4.4,Lost W. Div. Finals,J. Kundla (44-24),G. Mikan (23.4),17
ObjectId("5e8d4fdb559508227a68bac7"),1948-49,BAA,Minneapolis Lakers*,44,16,0.733,2nd of 6,6.8,,,,,,,Won Finals,J. Kundla (44-16),G. Mikan (20.9),17
ObjectId("5e8d4fdb559508227a68bac8"),1949-50,NBA,Minneapolis Lakers*,51,17,0.75,1st of 5,8.25,,,,,,,Won Finals,J. Kundla (51-17),G. Mikan (21.1),17
ObjectId("5e8d4fe3e67c50d3647792e2"),2019-20,NBA,Memphis Grizzlies,32,33,0.492,3rd of 5,-1.05,102.8,2.6,109.4,-1,110.4,0,,T. Jenkins (32-33),J. Valančiūnas (6.2),19
ObjectId("5e8d4fe3e67c50d3647792e3"),2017-18,NBA,Memphis Grizzlies,22,60,0.268,5th of 5,-5.81,94.9,-2.4,104.5,-4.1,111,2.4,,D. Fizdale (7-12) J. Bickerstaff (15-48),T. Evans (4.2),19
ObjectId("5e8d4fe3e67c50d3647792e4"),2010-11,NBA,Memphis Grizzlies*,46,36,0.561,4th of 5,2.55,91.9,-0.2,107.6,0.3,105.1,-2.2,Lost W. Conf. Semis,L. Hollins (46-36),Z. Randolph (10.5),19
ObjectId("5e8d4fe3e67c50d3647792e5"),2009-10,NBA,Memphis Grizzlies,40,42,0.488,4th of 5,-1.39,93.6,0.9,108.3,0.7,109.9,2.3,,L. Hollins (40-42),Z. Randolph (9.7),19
ObjectId("5e8d4fe3e67c50d3647792e6"),2008-09,NBA,Memphis Grizzlies,24,58,0.293,5th of 5,-5.23,90.1,-1.6,103.5,-4.8,109.5,1.2,,M. Iavaroni (11-30) J. Davis (0-2) L. Hollins (13-26),M. Gasol (6.4),19
ObjectId("5e8d4fe3e67c50d3647792e7"),2007-08,NBA,Memphis Grizzlies,22,60,0.268,5th of 5,-5.76,95.3,2.9,105,-2.5,111.4,3.9,,M. Iavaroni (22-60),M. Miller (5.0),19
ObjectId("5e8d4fe3e67c50d3647792e8"),2006-07,NBA,Memphis Grizzlies,22,60,0.268,5th of 5,-4.44,93.6,1.7,106.9,0.4,112.3,5.8,,M. Fratello (6-24) T. Barone (16-36),P. Gasol (6.9),19
ObjectId("5e8d4fe3e67c50d3647792e9"),2016-17,NBA,Memphis Grizzlies*,43,39,0.524,3rd of 5,0.96,92.3,-4.1,107.7,-1.1,107.1,-1.7,Lost W. Conf. 1st Rnd.,D. Fizdale (43-39),M. Conley (10.0),19
ObjectId("5e8d4fe3e67c50d3647792ea"),2005-06,NBA,Memphis Grizzlies*,49,33,0.598,3rd of 5,3.74,86.3,-4.2,105.9,-0.3,101.6,-4.6,Lost W. Conf. 1st Rnd.,M. Fratello (49-33),P. Gasol (12.0),19
ObjectId("5e8d4fe3e67c50d3647792eb"),2015-16,NBA,Memphis Grizzlies*,42,40,0.512,3rd of 5,-2.14,93.3,-2.5,105.4,-1,107.8,1.4,Lost W. Conf. 1st Rnd.,D. Joerger (42-40),M. Conley (5.3),19
ObjectId("5e8d4fe3e67c50d3647792ec"),2014-15,NBA,Memphis Grizzlies*,55,27,0.671,2nd of 5,3.62,92,-1.9,105.7,0.1,102.2,-3.4,Lost W. Conf. Semis,D. Joerger (55-27),M. Gasol (10.2),19
ObjectId("5e8d4fe3e67c50d3647792ed"),2018-19,NBA,Memphis Grizzlies,33,49,0.402,3rd of 5,-2.08,96.6,-3.4,106.1,-4.3,108.8,-1.6,,J. Bickerstaff (33-49),M. Conley (8.0),19
ObjectId("5e8d4fe3e67c50d3647792ee"),2011-12,NBA,Memphis Grizzlies*,41,25,0.621,2nd of 5,2.43,90.8,-0.5,104,-0.6,101.8,-2.8,Lost W. Conf. 1st Rnd.,L. Hollins (41-25),M. Gasol (8.2),19
ObjectId("5e8d4fe3e67c50d3647792ef"),2004-05,NBA,Memphis Grizzlies*,45,37,0.549,4th of 5,2.64,88.5,-2.4,105.5,-0.6,102.9,-3.2,Lost W. Conf. 1st Rnd.,H. Brown (5-7) L. Hollins (0-4) M. Fratello (40-26),S. Battier (7.8),19
ObjectId("5e8d4fe3e67c50d3647792f0"),2012-13,NBA,Memphis Grizzlies*,56,26,0.683,2nd of 5,4.32,88.4,-3.6,104.9,-1,100.3,-5.6,Lost W. Conf. Finals,L. Hollins (56-26),M. Gasol (11.5),19
ObjectId("5e8d4fe3e67c50d3647792f1"),2002-03,NBA,Memphis Grizzlies,28,54,0.341,6th of 7,-2.6,92.7,1.7,103.9,0.3,107.3,3.7,,S. Lowe (0-8) H. Brown (28-46),P. Gasol (8.5),19
ObjectId("5e8d4fe3e67c50d3647792f2"),2003-04,NBA,Memphis Grizzlies*,50,32,0.61,4th of 7,2.95,91.4,1.3,104.8,1.9,102.2,-0.7,Lost W. Conf. 1st Rnd.,H. Brown (50-32),J. Posey (10.0),19
ObjectId("5e8d4fe3e67c50d3647792f3"),2001-02,NBA,Memphis Grizzlies,23,59,0.28,7th of 7,-6.74,91.1,0.4,98.2,-6.3,106.3,1.8,,S. Lowe (23-59),P. Gasol (7.6),19
ObjectId("5e8d4fe3e67c50d3647792f4"),2013-14,NBA,Memphis Grizzlies*,50,32,0.61,3rd of 5,2.18,89.9,-4,106.3,-0.4,104.6,-2.1,Lost W. Conf. 1st Rnd.,D. Joerger (50-32),M. Conley (8.2),19
ObjectId("5e8d4fe3e67c50d3647792f5"),1999-00,NBA,Vancouver Grizzlies,22,60,0.268,7th of 7,-5.1,91,-2.1,102.3,-1.8,108.5,4.4,,B. Hill (4-18) L. Hollins (18-42),S. Abdur-Rahim (8.8),19
ObjectId("5e8d4fe3e67c50d3647792f6"),1998-99,NBA,Vancouver Grizzlies,8,42,0.16,7th of 7,-8.94,89,0.1,98.4,-3.8,107.9,5.7,,B. Hill (8-42),S. Abdur-Rahim (4.6),19
ObjectId("5e8d4fe3e67c50d3647792f7"),1997-98,NBA,Vancouver Grizzlies,19,63,0.232,6th of 7,-7.47,92.1,1.8,104.1,-0.9,112,7,,B. Hill (19-63),S. Abdur-Rahim (6.9),19
ObjectId("5e8d4fe3e67c50d3647792f8"),1996-97,NBA,Vancouver Grizzlies,14,68,0.171,7th of 7,-10.17,88.4,-1.7,100.3,-6.4,111.8,5.1,,B. Winters (8-35) S. Jackson (6-33),G. Anthony (3.5),19
ObjectId("5e8d4fe3e67c50d3647792f9"),2000-01,NBA,Vancouver Grizzlies,23,59,0.28,7th of 7,-4.94,91.7,0.4,99.6,-3.4,105.8,2.8,,S. Lowe (23-59),S. Abdur-Rahim (8.5),19
ObjectId("5e8d4fe3e67c50d3647792fa"),1995-96,NBA,Vancouver Grizzlies,15,67,0.183,7th of 7,-9.55,91,-0.8,97.6,-10,108.5,0.9,,B. Winters (15-67),G. Anthony (4.8),19
ObjectId("5e8d4fe84063a3a72f67dab8"),2016-17,NBA,Miami Heat,41,41,0.5,3rd of 5,0.77,95.2,-1.2,107.8,-1,106.7,-2.1,,E. Spoelstra (41-41),H. Whiteside (9.5),20
ObjectId("5e8d4fe84063a3a72f67dab9"),2014-15,NBA,Miami Heat,37,45,0.451,3rd of 5,-2.92,90.9,-3,103.9,-1.7,106.7,1.1,,E. Spoelstra (37-45),L. Deng (5.4),20
ObjectId("5e8d4fe84063a3a72f67daba"),2011-12,NBA,Miami Heat*,46,20,0.697,1st of 5,5.72,91.2,-0.1,106.6,2,100.2,-4.4,Won Finals,E. Spoelstra (46-20),L. James (14.5),20
ObjectId("5e8d4fe84063a3a72f67dabb"),2010-11,NBA,Miami Heat*,58,24,0.707,1st of 5,6.76,90.9,-1.2,111.7,4.4,103.5,-3.8,Lost Finals,E. Spoelstra (58-24),L. James (15.6),20
ObjectId("5e8d4fe84063a3a72f67dabc"),2009-10,NBA,Miami Heat*,47,35,0.573,3rd of 5,1.99,89.6,-3.1,106.6,-1,104.1,-3.5,Lost E. Conf. 1st Rnd.,E. Spoelstra (47-35),D. Wade (13.0),20
ObjectId("5e8d4fe84063a3a72f67dabd"),2007-08,NBA,Miami Heat,15,67,0.183,5th of 5,-8.53,90.2,-2.2,100.5,-7,110,2.5,,P. Riley (15-67),D. Wade (3.3),20
ObjectId("5e8d4fe84063a3a72f67dabe"),2008-09,NBA,Miami Heat*,43,39,0.524,3rd of 5,0.49,89.9,-1.8,107.8,-0.5,107.6,-0.7,Lost E. Conf. 1st Rnd.,E. Spoelstra (43-39),D. Wade (14.7),20
ObjectId("5e8d4fe84063a3a72f67dabf"),2006-07,NBA,Miami Heat*,44,38,0.537,1st of 5,-1.21,89.9,-2,104.3,-2.2,105.3,-1.2,Lost E. Conf. 1st Rnd.,P. Riley (44-38),D. Wade (8.8),20
ObjectId("5e8d4fe84063a3a72f67dac0"),2005-06,NBA,Miami Heat*,52,30,0.634,1st of 5,3.59,91.6,1.1,108.7,2.5,104.5,-1.7,Won Finals,S. Van Gundy (11-10) P. Riley (41-20),D. Wade (14.4),20
ObjectId("5e8d4fe84063a3a72f67dac1"),2015-16,NBA,Miami Heat*,48,34,0.585,1st of 5,1.5,93.6,-2.2,106.1,-0.3,104.4,-2,Lost E. Conf. Semis,E. Spoelstra (48-34),H. Whiteside (10.3),20
ObjectId("5e8d4fe84063a3a72f67dac2"),2003-04,NBA,Miami Heat*,42,40,0.512,2nd of 7,-0.13,88,-2.1,102.2,-0.7,101.7,-1.2,Lost E. Conf. Semis,S. Van Gundy (42-40),E. Jones (9.1),20
ObjectId("5e8d4fe84063a3a72f67dac3"),2004-05,NBA,Miami Heat*,59,23,0.72,1st of 5,5.77,90.8,-0.1,110.2,4.1,103.1,-3,Lost E. Conf. Finals,S. Van Gundy (59-23),D. Wade (11.0),20
ObjectId("5e8d4fe84063a3a72f67dac4"),2002-03,NBA,Miami Heat,25,57,0.305,7th of 7,-5.13,87.8,-3.2,96.7,-6.9,102.4,-1.2,,P. Riley (25-57),B. Grant (7.7),20
ObjectId("5e8d4fe84063a3a72f67dac5"),2001-02,NBA,Miami Heat,36,46,0.439,6th of 7,-1.84,87.4,-3.3,98.5,-6,100.2,-4.3,,P. Riley (36-46),E. Jones (10.5),20
ObjectId("5e8d4fe84063a3a72f67dac6"),2000-01,NBA,Miami Heat*,50,32,0.61,2nd of 7,1.73,87.1,-4.2,101.1,-1.9,98.5,-4.5,Lost E. Conf. 1st Rnd.,P. Riley (50-32),A. Mason (11.6),20
ObjectId("5e8d4fe84063a3a72f67dac7"),1999-00,NBA,Miami Heat*,52,30,0.634,1st of 7,2.75,89.7,-3.4,104.5,0.4,101,-3.1,Lost E. Conf. Semis,P. Riley (52-30),A. Mourning (12.9),20
